Links,Name,Price,Location,Mileage,Transmission,Exterior Colour,Engine,Drivetrain,Fuel Type,Major Options
"Save this listing2021 Subaru Outback Touring Wagon AWD$34,988 ·$675/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $34,988 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.14,089 kmSurrey, BC (27 km)GREAT DEAL$2,757 below marketRequest InfoAuthorized Subaru Dealer","2021 Subaru Outback Touring Wagon AWD - $34,988","$34,988","Surrey, BC
27 km away","14,089 kilometres",Continuously Variable Transmission,White,,,,
"Save this listing2017 Nissan Murano SV AWD$26,995 ·$521/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $26,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.44,000 kmSurrey, BC (27 km)GREAT DEAL$2,757 below market(604) 332-7695Request Info","2017 Nissan Murano SV AWD - $26,995","$26,995","Surrey, BC
27 km away","44,000 kilometres",Continuously Variable Transmission,Black,260 hp 3.5L V6,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, CarPlay"
"Save this listingNew Arrival2017 Chevrolet City Express LT FWD$19,980 ·$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $19,980 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.89,000 kmNew Westminster, BC (6 km)GREAT DEAL$2,594 below market(604) 259-7463Request Info","2017 Chevrolet City Express LT FWD - $19,980","$19,980","New Westminster, BC
6 km away","89,000 kilometres",Automatic,White,131 hp 2L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera"
"Save this listing2020 Mazda MAZDA3 Select Sedan AWD$26,888 ·$519/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $26,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.23,535 kmVancouver, BC (8 km)GREAT DEAL$2,173 below market(604) 670-5436Request Info","2020 Mazda MAZDA3 Select Sedan AWD - $26,888","$26,888","Vancouver, BC
8 km away","23,535 kilometres",Automatic,Gray (Machine Grey MET),186 hp 2.5L I4,All-Wheel Drive,Gasoline,"Navigation System, Adaptive Cruise Control, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats"
"Save this listing2015 Jeep Wrangler Unlimited Rubicon 4WD$43,893 ·$847/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $43,893 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.70,586 kmCoquitlam, BC (16 km)GREAT DEAL$2,645 below market(604) 670-5315Request InfoAuthorized Jeep Dealer","2015 Jeep Wrangler Unlimited Rubicon 4WD - $43,893","$43,893","Coquitlam, BC
16 km away","70,586 kilometres",Automatic,Billet Silver Metallic Clearcoat,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,"Bluetooth, Remote Start, Navigation System, Heated Seats, Alloy Wheels, Quick Order Package"
"Save this listing2016 Mercedes-Benz GLE-Class GLE AMG 450 4MATIC$49,869 ·$962/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $49,869 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.53,000 kmSurrey, BC (18 km)GREAT DEAL$7,969 below market(778) 767-0969Request Info","2016 Mercedes-Benz GLE-Class GLE AMG 450 4MATIC - $49,869","$49,869","Surrey, BC
18 km away","53,000 kilometres",Automatic,Gray,362 hp 3L V6,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats, Multi Zone Climate Control"
"Save this listing2018 Porsche Macan S AWD$61,995 ·$1,196/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $61,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.19,500 kmVancouver, BC (8 km)GREAT DEAL$2,585 below market(604) 256-6469Request InfoAuthorized Porsche Dealer","2018 Porsche Macan S AWD - $61,995","$61,995","Vancouver, BC
8 km away","19,500 kilometres",Automatic,Carrara White Met,340 hp 3L V6,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels"
"Save this listing2018 Kia Optima LX$18,888 ·$365/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $18,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.32,511 kmRichmond, BC (11 km)GREAT DEAL$2,895 below market(604) 245-2231Request InfoAuthorized Kia Dealer","2018 Kia Optima LX - $18,888","$18,888","Richmond, BC
11 km away","32,511 kilometres",Automatic,White,185 hp 2.4L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Heated Seats, Alloy Wheels"
"Save this listing2019 Honda Civic Touring FWD$26,397 ·$510/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $26,397 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.50,651 kmRichmond, BC (11 km)GREAT DEAL$2,158 below marketRequest Info","2019 Honda Civic Touring FWD - $26,397","$26,397","Richmond, BC
11 km away","50,651 kilometres",Automatic,Black,174 hp 1.5L I4,Front-Wheel Drive,Gasoline,"Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats"
"Save this listing2006 Cadillac CTS 2.8L RWD$2,500 ·$49/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $2,500 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.283,385 kmCoquitlam, BC (15 km)GREAT DEAL$1,670 below marketRequest Info","2006 Cadillac CTS 2.8L RWD - $2,500","$2,500","Coquitlam, BC
15 km away","283,385 kilometres",Automatic,Blue,210 hp 2.8L V6,Rear-Wheel Drive,Gasoline,
"Save this listing2013 RAM 1500 ST Crew Cab 4WD$16,888 ·$326/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $16,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.241,211 kmDuncan, BC (70 km)GREAT DEAL$2,782 below market(778) 771-0785Request Info","2013 RAM 1500 ST Crew Cab 4WD - $16,888","$16,888","Duncan, BC
70 km away","241,211 kilometres",Automatic,Gray,,,,Alloy Wheels
"Save this listingNew Arrival2021 RAM 1500 Classic Express Crew Cab 4WD$49,999 ·$965/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $49,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.1,546 kmChilliwack, BC (77 km)GREAT DEAL$5,035 below market(604) 913-7426Request InfoAuthorized RAM Dealer","2021 RAM 1500 Classic Express Crew Cab 4WD - $49,999","$49,999","Chilliwack, BC
77 km away","1,546 kilometres",Automatic,Granite Crystal Metallic,395 hp 5.7L V8,Four-Wheel Drive,Gasoline,"Leather Seats, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Android Auto, Quick Order Package, CarPlay"
"Save this listing2019 Nissan Qashqai SV AWD$25,575 ·$494/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $25,575 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.45,265 kmVictoria, BC (91 km)GREAT DEAL$2,510 below market(833) 610-1293Request Info","2019 Nissan Qashqai SV AWD - $25,575","$25,575","Victoria, BC
91 km away","45,265 kilometres",Continuously Variable Transmission,Red (Scarlet Ember),,,,Heated Seats
"Save this listing2020 Hyundai Elantra Ultimate Sedan FWD$24,499 ·$473/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $24,499 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.37,543 kmSurrey, BC (15 km)GREAT DEAL$4,262 below market(778) 720-6410Request Info","2020 Hyundai Elantra Ultimate Sedan FWD - $24,499","$24,499","Surrey, BC
15 km away","37,543 kilometres",Continuously Variable Transmission,,,,,"Leather Seats, Sunroof/Moonroof, Navigation System, Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay, Bluetooth, Backup Camera, Remote Start"
"Save this listing2019 Chevrolet Spark 1LT FWD$15,990 ·$309/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $15,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.47,599 kmRichmond, BC (10 km)GREAT DEAL$1,893 below market(604) 200-2879Request Info","2019 Chevrolet Spark 1LT FWD - $15,990","$15,990",,"47,599 kilometres",Automatic,Gray,1.4L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Android Auto, CarPlay"
"Save this listing2019 Jaguar F-TYPE P380 Coupe AWD$66,500 ·$1,283/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $66,500 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.34,545 kmBurnaby, BC (3 km)GREAT DEAL$3,428 below marketRequest Info","2019 Jaguar F-TYPE P380 Coupe AWD - $66,500","$66,500","Burnaby, BC
3 km away","34,545 kilometres",Automatic,White,380 hp 3L V6,All-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Parking Sensors, Heated Seats"
"Save this listing2011 Kia Soul +$5,990 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.217,000 kmNew Westminster, BC (7 km)GREAT DEAL$1,306 below marketRequest Info","2011 Kia Soul + - $5,990","$5,990","New Westminster, BC
7 km away","217,000 kilometres",Automatic,Blue,142 hp 2L I4,Front-Wheel Drive,Gasoline,
"Image Not AvailableSave this listing2018 Land Rover Range Rover Evoque$40,911 ·$790/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $40,911 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.31,319 kmVancouver, BC (8 km)GREAT DEAL$5,908 below marketRequest Info","2018 Land Rover Range Rover Evoque - $40,911","$40,911","Vancouver, BC
8 km away","31,319 kilometres",Automatic,White,237 hp 2L I4,,Gasoline,"Bluetooth, Backup Camera, Remote Start"
"Save this listing2016 Mercedes-Benz C-Class C AMG 450$34,999 ·$676/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $34,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.115,011 kmVancouver, BC (11 km)GREAT DEAL$2,812 below market(204) 400-3408Request Info","2016 Mercedes-Benz C-Class C AMG 450 - $34,999","$34,999","Vancouver, BC
11 km away","115,011 kilometres",Automatic,Silver,362 hp 3L V6,All-Wheel Drive,Gasoline,"Bluetooth, Blind Spot Monitoring"
"Save this listing2013 Mercedes-Benz SL-Class SL 550$51,295 ·$990/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $51,295 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.76,467 kmVictoria, BC (92 km)GREAT DEAL$3,865 below marketRequest InfoAuthorized Mercedes-Benz Dealer","2013 Mercedes-Benz SL-Class SL 550 - $51,295","$51,295","Victoria, BC
92 km away","76,467 kilometres",Automatic,Iridium Silver Met,429 hp 4.6L V8,Rear-Wheel Drive,Gasoline,"Sunroof/Moonroof, Parking Sensors, Navigation System, Adaptive Cruise Control, Premium Package"
"Save this listing2012 Hyundai Veracruz GL AWD$12,680 ·$245/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $12,680 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.97,688 kmBurnaby, BC (5 km)GREAT DEAL$1,571 below market(604) 373-4630Request Info","2012 Hyundai Veracruz GL AWD - $12,680","$12,680","Burnaby, BC
5 km away","97,688 kilometres",Automatic,Red,,,,"Leather Seats, Sunroof/Moonroof, Alloy Wheels, Third Row Seating, Bluetooth, Parking Sensors, Heated Seats"
"Save this listing2007 Cadillac Escalade 4WD$15,800 ·$305/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $15,800 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.225,000 kmSurrey, BC (10 km)GREAT DEAL$2,974 below market(604) 256-7781Request Info","2007 Cadillac Escalade 4WD - $15,800","$15,800","Surrey, BC
10 km away","225,000 kilometres",Automatic,Black,403 hp 6.2L V8,All-Wheel Drive,Gasoline,Leather Seats
"Save this listing2020 Ford F-150 XLT SuperCab 4WD$46,500 ·$897/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $46,500 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.30,660 kmMaple Ridge, BC (25 km)GREAT DEAL$4,341 below market(438) 793-8564Request InfoAuthorized Ford Dealer","2020 Ford F-150 XLT SuperCab 4WD - $46,500","$46,500","Maple Ridge, BC
25 km away","30,660 kilometres",Automatic,Black,395 hp 5L V8 Flex Fuel Vehicle,Four-Wheel Drive,Flex Fuel Vehicle,"Backup Camera, Remote Start, Off Road Package, Tow Package"
"Save this listing2021 Volkswagen Atlas Cross Sport V6 Comfortline 4Motion AWD$45,899 ·$886/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $45,899 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.2,999 kmSurrey, BC (26 km)GREAT DEAL$1,690 below market(604) 706-1255Request InfoAuthorized Volkswagen Dealer","2021 Volkswagen Atlas Cross Sport V6 Comfortline 4Motion AWD - $45,899","$45,899","Surrey, BC
26 km away","2,999 kilometres",8-Speed Automatic,Black,,,,"Navigation System, Backup Camera"
"Save this listingNew Arrival2016 Jeep Wrangler Unlimited Willys Wheeler W 4WD$30,999 ·$598/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $30,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.155,014 kmSurrey, BC (15 km)GREAT DEAL$3,243 below market(778) 720-6410Request InfoAuthorized Jeep Dealer","2016 Jeep Wrangler Unlimited Willys Wheeler W 4WD - $30,999","$30,999","Surrey, BC
15 km away","155,014 kilometres",,,285 hp 3.6L V6,Four-Wheel Drive,Gasoline,"Bluetooth, Alloy Wheels"
"Save this listing2018 Chevrolet Malibu LT FWD$20,900 ·$404/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $20,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.80,430 kmVictoria, BC (91 km)GREAT DEAL$3,454 below marketRequest Info","2018 Chevrolet Malibu LT FWD - $20,900","$20,900","Victoria, BC
91 km away","80,430 kilometres",Automatic,Gray,160 hp 1.5L I4,Front-Wheel Drive,Gasoline,
"Save this listing2019 Toyota Yaris$19,999 ·$386/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $19,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.36,464 kmLangley, BC (25 km)GREAT DEAL$1,835 below market(819) 272-2621Request Info","2019 Toyota Yaris - $19,999","$19,999","Langley, BC
25 km away","36,464 kilometres",Automatic,White,106 hp 1.5L I4,,Gasoline,"Heated Seats, Backup Camera"
"Save this listing2013 Dodge Dart Rallye FWD$8,490 ·$164/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $8,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.118,974 kmVancouver, BC (11 km)GREAT DEAL$2,214 below market(778) 200-3195Request Info","2013 Dodge Dart Rallye FWD - $8,490","$8,490","Vancouver, BC
11 km away","118,974 kilometres",Manual,Black,160 hp 1.4L I4,Front-Wheel Drive,Gasoline,"Backup Camera, Alloy Wheels"
"Save this listing2018 Mercedes-Benz CLA-Class CLA 250 4MATIC$31,294 ·$604/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $31,294 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.36,000 kmRichmond, BC (8 km)GREAT DEAL$2,397 below market(825) 251-5390Request InfoAuthorized Mercedes-Benz Dealer","2018 Mercedes-Benz CLA-Class CLA 250 4MATIC - $31,294","$31,294","Richmond, BC
8 km away","36,000 kilometres",Automatic,Calcite White,208 hp 2L I4,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Heated Seats, Alloy Wheels"
"Save this listing2019 Kia Sorento EX 2.4L AWD$30,900 ·$596/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $30,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.59,000 kmRichmond, BC (11 km)GREAT DEAL$2,809 below market(604) 200-7592Request Info","2019 Kia Sorento EX 2.4L AWD - $30,900","$30,900","Richmond, BC
11 km away","59,000 kilometres",Automatic,Gray (Graphite Metallic [Grey]),,,,"Bluetooth, Heated Seats, Backup Camera"
"Save this listingNew Arrival2017 Lexus NX 200t F Sport AWD$38,990 ·$752/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $38,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.76,727 kmRichmond, BC (10 km)GREAT DEAL$2,378 below market(604) 200-2879Request Info","2017 Lexus NX 200t F Sport AWD - $38,990","$38,990",,"76,727 kilometres",Automatic,Silver,235 hp 2L I4,All-Wheel Drive,Gasoline,"Sport Package, Leather Seats, Sunroof/Moonroof, Adaptive Cruise Control, Bluetooth, Premium Wheels, Backup Camera, Blind Spot Monitoring, Heat Package, Heated Seats"
"Save this listing2021 RAM 1500$44,990 ·$868/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $44,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.500 kmNew Westminster, BC (6 km)GREAT DEAL$10,637 below market(604) 332-0217Request Info","2021 RAM 1500 - $44,990","$44,990","New Westminster, BC
6 km away",500 kilometres,Automatic,Black,305 hp 3.6L V6 Flex Fuel Vehicle,,Flex Fuel Vehicle,"Heated Seats, Backup Camera, Alloy Wheels"
"Save this listing2021 Subaru WRX Limited AWD$42,103 ·$813/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $42,103 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.2,570 kmNanaimo, BC (72 km)GREAT DEAL$2,082 below marketRequest InfoAuthorized Subaru Dealer","2021 Subaru WRX Limited AWD - $42,103","$42,103","Nanaimo, BC
72 km away","2,570 kilometres",Automatic,WORLD RALLY BLUE PEARL,268 hp 2L H4,All-Wheel Drive,Gasoline,Sunroof/Moonroof
"Save this listing2019 Dodge Durango R/T AWD$49,795 ·$961/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $49,795 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.61,789 kmAbbotsford, BC (49 km)GREAT DEAL$4,190 below market(604) 330-7409Request Info","2019 Dodge Durango R/T AWD - $49,795","$49,795","Abbotsford, BC
49 km away","61,789 kilometres",Automatic,Gray,360 hp 5.7L V8,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Parking Sensors, Heated Seats, Quick Order Package"
"Save this listing2018 Land Rover Discovery V6 HSE AWD$61,395 ·$1,185/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $61,395 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.28,000 kmNorth Vancouver, BC (13 km)GREAT DEAL$5,306 below market(306) 500-0568Request Info","2018 Land Rover Discovery V6 HSE AWD - $61,395","$61,395","North Vancouver, BC
13 km away","28,000 kilometres",Automatic,White,340 hp 3L V6,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start"
"Save this listing2017 RAM 2500 Limited Mega Cab 4WD$44,995 ·$868/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $44,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.228,883 kmLangley City, BC (27 km)GREAT DEAL$7,890 below market(604) 332-9382Request Info","2017 RAM 2500 Limited Mega Cab 4WD - $44,995","$44,995","Langley City, BC
27 km away","228,883 kilometres",Automatic,,410 hp 6.4L V8,Four-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Heated Seats, Quick Order Package"
"Save this listingNew Arrival2019 RAM 1500 Rebel Crew Cab 4WD$59,246 ·$1,143/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $59,246 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.30,457 kmCoquitlam, BC (16 km)GREAT DEAL$3,819 below market(604) 670-5315Request InfoAuthorized RAM Dealer","2019 RAM 1500 Rebel Crew Cab 4WD - $59,246","$59,246","Coquitlam, BC
16 km away","30,457 kilometres",Automatic,,395 hp 5.7L V8,Four-Wheel Drive,Gasoline,"Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Parking Sensors, Heated Seats, Android Auto, CarPlay"
